age,anciennete_mois,montant_mensuel,nombre_services,appels_support,score_satisfaction,type_contrat,contrat_mensuel,contrat_un_an,contrat_deux_ans,churn
38,60,20.0,4,0,8,mensuel,1,0,0,0
65,60,89.81759144093806,2,3,9,mensuel,1,0,0,0
72,19,50.94504446601227,3,3,6,un_an,0,1,0,0
23,49,110.31425380991385,5,3,10,mensuel,1,0,0,0
45,63,67.3272690273192,4,1,9,un_an,0,1,0,0
34,22,31.305986120283492,3,2,4,mensuel,1,0,0,0
22,24,23.706050200824947,3,0,8,mensuel,1,0,0,0
48,30,95.79481525351757,3,1,3,deux_ans,0,0,1,0
22,58,87.11809971834545,1,1,4,mensuel,1,0,0,0
55,31,109.52037771533381,4,1,10,un_an,0,1,0,0
20,64,65.21848971147111,3,1,4,mensuel,1,0,0,0
70,19,63.869402332406395,4,0,6,mensuel,1,0,0,0
40,48,57.34562415682885,3,4,9,mensuel,1,0,0,0
54,45,51.834195174815584,5,3,6,mensuel,1,0,0,0
70,55,57.151408910843685,5,3,1,un_an,0,1,0,0
54,55,69.34926664648059,5,5,5,mensuel,1,0,0,1
27,18,48.121984261757966,2,3,9,mensuel,1,0,0,0
27,63,31.614213062520328,3,3,5,mensuel,1,0,0,0
36,47,68.19753268028356,2,2,6,un_an,0,1,0,0
34,57,47.67608802613136,4,1,3,un_an,0,1,0,0
38,45,20.0,2,1,8,mensuel,1,0,0,0
31,33,76.05134781314021,4,2,10,un_an,0,1,0,1
26,17,42.838819237659436,4,0,4,un_an,0,1,0,0
63,70,78.2357890938147,4,2,4,un_an,0,1,0,0
18,4,77.75696213031962,2,4,5,mensuel,1,0,0,0
68,20,70.67180023045665,3,2,10,un_an,0,1,0,0
62,47,114.93635680712993,2,3,9,un_an,0,1,0,0
30,15,62.23896300055245,3,0,8,un_an,0,1,0,0
21,70,59.287208650028234,3,0,7,un_an,0,1,0,0
18,47,78.67344842833835,4,2,5,deux_ans,0,0,1,0
66,9,63.89105275772415,2,3,9,mensuel,1,0,0,0
57,16,88.20987074788019,3,2,9,deux_ans,0,0,1,0
49,69,39.62388184848955,5,0,10,mensuel,1,0,0,0
51,61,39.9565110507132,3,1,10,un_an,0,1,0,0
45,10,80.31618982652435,5,1,2,mensuel,1,0,0,0
48,50,41.70378121322793,2,2,4,mensuel,1,0,0,0
25,3,77.18197212885428,2,1,8,un_an,0,1,0,0
56,70,72.40005692420732,2,1,1,un_an,0,1,0,0
43,51,51.110234279446736,3,2,5,mensuel,1,0,0,1
51,19,72.34340320466868,1,2,8,mensuel,1,0,0,0
71,42,40.30815108431521,3,1,2,mensuel,1,0,0,1
71,35,45.002001474725986,3,0,2,deux_ans,0,0,1,0
20,46,60.25624523175868,4,1,8,deux_ans,0,0,1,0
67,26,66.57855638144441,4,2,10,mensuel,1,0,0,0
29,69,58.92722926024285,3,2,9,deux_ans,0,0,1,0
18,64,73.66231927746222,5,1,7,deux_ans,0,0,1,0
71,37,72.76932830096582,4,0,8,mensuel,1,0,0,0
61,49,95.58733616696288,3,3,5,un_an,0,1,0,0
22,21,63.09429305709991,1,4,1,mensuel,1,0,0,0
47,64,88.89126862368258,5,0,4,un_an,0,1,0,0
47,5,83.41451025787786,2,2,2,mensuel,1,0,0,0
74,70,110.87954566586296,3,6,3,mensuel,1,0,0,1
34,4,62.45483960195451,3,1,3,mensuel,1,0,0,0
65,39,56.592825570940235,5,3,9,mensuel,1,0,0,0
64,35,90.15388444487466,4,1,10,un_an,0,1,0,0
40,1,72.70865143482524,4,0,4,mensuel,1,0,0,1
32,24,90.63318433567798,4,1,2,mensuel,1,0,0,0
54,57,79.33597595979,2,2,3,deux_ans,0,0,1,0
38,70,22.864758172010085,5,1,3,mensuel,1,0,0,0
31,41,72.52643554062365,5,2,7,mensuel,1,0,0,0
19,54,71.22431795902979,4,1,8,deux_ans,0,0,1,0
28,46,67.66213804927926,4,3,6,deux_ans,0,0,1,0
68,60,62.355138917532344,1,2,4,mensuel,1,0,0,0
56,60,33.157129444113444,1,2,6,mensuel,1,0,0,1
55,57,82.48353834476646,3,3,1,deux_ans,0,0,1,0
51,31,72.47536856186989,3,0,10,mensuel,1,0,0,0
55,24,87.03913394794849,5,2,8,mensuel,1,0,0,0
67,36,34.22488951449494,5,2,1,mensuel,1,0,0,0
51,30,75.14268979090537,2,2,5,mensuel,1,0,0,1
35,24,60.306813249068746,2,5,2,un_an,0,1,0,0
47,30,67.87576019851059,1,2,6,un_an,0,1,0,0
32,7,60.53680731638218,3,0,9,deux_ans,0,0,1,0
44,35,75.8721585496026,1,2,5,un_an,0,1,0,0
68,55,61.7425375801684,1,4,4,mensuel,1,0,0,0
51,14,43.961701498886214,3,0,2,mensuel,1,0,0,0
69,10,66.72850837572382,2,1,3,deux_ans,0,0,1,0
74,16,60.71650925728999,3,3,6,mensuel,1,0,0,0
55,54,63.33212757742233,4,1,8,mensuel,1,0,0,0
50,70,20.0,4,0,8,deux_ans,0,0,1,0
41,44,78.65272167137411,4,1,5,un_an,0,1,0,0
32,45,58.706727653064384,5,1,5,mensuel,1,0,0,0
47,56,38.036928519634685,2,2,10,deux_ans,0,0,1,0
72,57,83.45127033696284,2,0,3,deux_ans,0,0,1,0
59,21,77.72731455505861,5,1,7,mensuel,1,0,0,1
68,68,58.453596074502876,1,1,6,deux_ans,0,0,1,0
34,50,41.95661240959963,4,2,1,mensuel,1,0,0,0
22,33,68.56061469358745,4,4,4,mensuel,1,0,0,0
46,7,67.46212169175219,1,2,6,deux_ans,0,0,1,0
21,70,83.48668565983564,3,0,6,deux_ans,0,0,1,0
27,15,56.1252897027902,3,2,3,mensuel,1,0,0,0
73,32,88.89844269729991,2,1,6,mensuel,1,0,0,0
34,20,54.19493993328466,5,1,10,mensuel,1,0,0,0
27,15,38.08336430915156,2,0,6,un_an,0,1,0,0
34,48,42.35434489045438,3,1,9,mensuel,1,0,0,0
37,71,63.75176921728769,1,1,9,mensuel,1,0,0,0
41,21,63.68970981882536,2,1,2,mensuel,1,0,0,1
22,42,71.55722281501552,4,2,4,mensuel,1,0,0,1
51,26,63.19251937763117,4,1,9,mensuel,1,0,0,0
23,14,84.54637032128659,1,1,4,un_an,0,1,0,0
70,57,59.77811803074847,3,3,8,mensuel,1,0,0,0
19,37,25.074474702571678,4,2,10,mensuel,1,0,0,0
30,58,62.57806623068412,4,1,3,deux_ans,0,0,1,0
60,21,24.864426244670376,5,4,3,un_an,0,1,0,0
60,69,70.42781961995395,2,1,9,mensuel,1,0,0,0
65,3,86.14385997969832,3,1,10,mensuel,1,0,0,0
28,37,45.275510274349614,2,1,8,un_an,0,1,0,0
68,49,93.37113372783702,3,0,1,mensuel,1,0,0,1
64,19,81.85662489456863,4,1,10,un_an,0,1,0,0
74,12,89.1296031083011,5,0,2,mensuel,1,0,0,1
40,61,68.79127712869263,2,1,3,mensuel,1,0,0,0
72,41,45.14469648496359,4,1,2,mensuel,1,0,0,0
33,33,80.61630855628275,3,3,3,un_an,0,1,0,0
48,50,52.507981864633194,2,2,8,deux_ans,0,0,1,1
28,68,67.3576901220671,2,0,6,mensuel,1,0,0,0
71,71,61.57298014392763,4,1,7,mensuel,1,0,0,0
33,33,87.49391713593792,2,2,10,mensuel,1,0,0,0
25,24,79.60654011846658,5,2,10,mensuel,1,0,0,0
21,61,63.38868403375258,5,6,6,deux_ans,0,0,1,0
57,61,25.967856129196946,4,1,1,mensuel,1,0,0,0
21,28,52.29545066941598,3,2,3,deux_ans,0,0,1,1
73,58,79.08444578968835,4,4,1,un_an,0,1,0,1
42,43,70.6022052209317,5,0,10,deux_ans,0,0,1,0
20,41,34.935561311742774,1,0,9,un_an,0,1,0,0
49,39,28.868240550622218,1,1,9,mensuel,1,0,0,0
20,49,68.91018300314913,2,3,5,mensuel,1,0,0,0
44,17,43.85885664568448,2,0,4,mensuel,1,0,0,1
46,70,45.78407078324846,1,0,9,mensuel,1,0,0,0
49,70,78.45215457565308,5,1,9,mensuel,1,0,0,0
67,65,89.04477560831347,2,0,3,mensuel,1,0,0,0
68,5,49.98595945927403,4,1,5,deux_ans,0,0,1,0
36,2,64.10479384775653,4,2,3,mensuel,1,0,0,1
38,22,63.51506668031279,5,2,10,un_an,0,1,0,1
22,57,61.71591790606966,2,2,2,deux_ans,0,0,1,0
35,66,65.81196952312597,4,2,1,deux_ans,0,0,1,1
45,16,80.12997855680312,2,0,10,mensuel,1,0,0,0
59,51,51.52151306540809,2,1,2,mensuel,1,0,0,0
39,39,34.49444930967867,4,0,8,mensuel,1,0,0,0
38,40,98.80019867207521,1,2,8,mensuel,1,0,0,1
23,38,86.78843848980101,4,2,3,mensuel,1,0,0,0
18,60,42.927242575012045,5,2,7,un_an,0,1,0,0
22,59,67.71264017551907,3,1,7,mensuel,1,0,0,0
58,10,85.2140432917222,4,3,2,mensuel,1,0,0,1
29,64,79.98087889052078,2,2,9,deux_ans,0,0,1,0
43,63,74.2402661985857,2,2,3,mensuel,1,0,0,0
63,49,61.59546216816513,4,3,2,mensuel,1,0,0,0
51,64,99.54607850123915,3,2,3,un_an,0,1,0,0
66,32,69.4171774491892,4,0,2,mensuel,1,0,0,1
31,7,54.70081481358619,3,1,8,un_an,0,1,0,0
43,21,82.4215145769119,3,1,5,mensuel,1,0,0,0
62,20,66.92117283902842,5,1,3,deux_ans,0,0,1,0
44,26,71.99595454507245,2,0,5,mensuel,1,0,0,0
26,68,69.06298403182414,2,0,8,mensuel,1,0,0,0
43,15,74.93551147533819,3,0,7,un_an,0,1,0,0
74,14,45.43087493201586,2,2,6,mensuel,1,0,0,0
64,27,35.97787225659984,1,5,1,mensuel,1,0,0,0
74,40,93.68265446467169,3,2,10,mensuel,1,0,0,0
39,58,69.99169123578338,2,1,1,mensuel,1,0,0,1
64,28,80.41694554817158,1,2,1,mensuel,1,0,0,0
73,26,29.804815596447476,5,1,10,un_an,0,1,0,0
47,63,86.33366217429005,2,3,8,un_an,0,1,0,0
60,66,54.57028709288465,1,0,8,un_an,0,1,0,0
65,25,48.87563666381911,4,0,7,mensuel,1,0,0,0
34,3,63.73253664736027,4,0,6,mensuel,1,0,0,1
43,44,45.440395789149505,1,1,4,un_an,0,1,0,0
53,42,64.96536603548786,3,2,1,deux_ans,0,0,1,0
18,6,62.27323305971027,3,0,9,mensuel,1,0,0,0
25,39,86.20791810467765,2,1,1,mensuel,1,0,0,0
66,52,95.26689004278938,4,0,4,mensuel,1,0,0,0
52,23,94.63031585683166,3,0,3,mensuel,1,0,0,1
69,50,20.0,3,2,7,un_an,0,1,0,0
32,43,46.296663403134296,4,1,5,mensuel,1,0,0,0
64,19,20.0,5,2,5,un_an,0,1,0,0
73,69,41.12915451129938,3,2,4,mensuel,1,0,0,0
39,51,52.00963578192337,1,1,1,mensuel,1,0,0,0
31,11,73.21123230453887,2,1,5,un_an,0,1,0,1
43,12,54.601335310149196,3,1,4,mensuel,1,0,0,1
45,8,55.158598581027086,3,1,10,mensuel,1,0,0,0
40,24,68.63529366399527,5,0,8,deux_ans,0,0,1,0
31,41,30.813807095843785,1,3,2,deux_ans,0,0,1,0
41,36,48.22813694072273,2,0,8,un_an,0,1,0,0
19,55,54.928867483652546,3,2,1,mensuel,1,0,0,0
62,9,60.951960227373114,2,1,4,mensuel,1,0,0,1
43,47,66.5390798045109,4,5,3,deux_ans,0,0,1,1
31,15,95.01299579466084,3,1,5,mensuel,1,0,0,1
73,48,83.1667232216219,3,2,5,deux_ans,0,0,1,0
68,42,49.61379951016131,4,1,5,mensuel,1,0,0,0
24,60,59.77341881097064,5,1,4,mensuel,1,0,0,1
20,70,58.41121725815753,3,1,8,deux_ans,0,0,1,0
64,12,54.71694966958513,2,1,3,mensuel,1,0,0,0
40,2,70.4503165164182,1,1,4,mensuel,1,0,0,0
63,7,27.804408940581837,2,0,1,mensuel,1,0,0,0
60,3,82.61428776012968,5,1,7,mensuel,1,0,0,0
64,3,98.8710158143071,1,1,1,mensuel,1,0,0,0
62,27,59.60318918656366,2,2,2,mensuel,1,0,0,0
35,40,59.212711497643426,2,0,7,mensuel,1,0,0,1
55,33,68.14088494417342,4,2,1,un_an,0,1,0,1
52,1,85.3877195392042,5,2,3,mensuel,1,0,0,0
68,8,58.51412566365515,4,1,6,deux_ans,0,0,1,0
32,32,83.67890332203473,1,1,6,mensuel,1,0,0,0
42,48,74.76989344906485,4,3,6,un_an,0,1,0,0
72,4,112.2322288800938,5,3,2,mensuel,1,0,0,0
54,70,58.42675969675408,3,1,2,un_an,0,1,0,0
45,19,25.479991045583326,3,2,6,deux_ans,0,0,1,0
27,32,36.341217586289716,1,0,10,un_an,0,1,0,0
56,9,65.23856474800314,3,3,5,un_an,0,1,0,0
74,12,85.55764188041503,4,1,7,mensuel,1,0,0,0
34,11,51.949817191585524,1,2,7,un_an,0,1,0,0
56,46,60.381351002493396,5,0,5,deux_ans,0,0,1,1
39,16,78.69685474663152,1,1,8,deux_ans,0,0,1,0
43,1,45.695347982430846,1,1,10,mensuel,1,0,0,1
61,63,52.774612016103646,2,2,6,deux_ans,0,0,1,0
42,21,41.645466247794786,2,1,5,mensuel,1,0,0,0
34,30,88.56456185765124,1,1,4,mensuel,1,0,0,0
30,13,95.83345623592734,3,3,7,mensuel,1,0,0,0
37,34,33.4117002101388,2,2,4,mensuel,1,0,0,0
42,4,62.15629002023554,5,1,5,un_an,0,1,0,1
21,28,93.1451795012989,4,3,5,deux_ans,0,0,1,0
27,59,72.97390367244475,2,2,1,un_an,0,1,0,0
20,27,55.215215340018105,1,0,1,un_an,0,1,0,1
58,69,34.07675760778203,3,0,3,mensuel,1,0,0,0
62,25,88.05889103645728,4,1,3,un_an,0,1,0,0
35,3,72.21030429888995,2,1,2,mensuel,1,0,0,0
64,68,35.540272245164886,3,1,2,un_an,0,1,0,0
53,25,88.79782107749982,3,1,6,un_an,0,1,0,0
64,20,32.991928764842605,3,1,1,un_an,0,1,0,1
39,34,60.59027691665177,1,1,6,mensuel,1,0,0,0
51,26,59.70770593255742,5,3,5,deux_ans,0,0,1,0
64,5,97.3676265769567,3,1,6,mensuel,1,0,0,0
25,61,59.77907616239695,4,2,5,mensuel,1,0,0,0
57,9,59.7071462739855,2,0,7,un_an,0,1,0,0
66,50,37.73843310204612,4,0,1,mensuel,1,0,0,0
61,6,52.192046418827886,1,0,3,deux_ans,0,0,1,0
36,60,48.65409078238715,1,3,6,mensuel,1,0,0,0
59,44,49.69555267990614,4,2,1,mensuel,1,0,0,0
58,11,65.12569049783747,5,1,7,deux_ans,0,0,1,0
54,66,20.0,1,0,4,mensuel,1,0,0,0
23,47,34.795395091662044,1,0,3,mensuel,1,0,0,0
69,3,62.77962252785691,4,2,10,mensuel,1,0,0,1
43,30,67.42509366207864,1,2,9,mensuel,1,0,0,1
51,21,60.331344027122086,5,0,1,un_an,0,1,0,0
73,28,64.18411020430078,5,2,8,mensuel,1,0,0,0
62,62,56.817667726894975,5,2,1,deux_ans,0,0,1,0
23,33,64.62990793540675,2,1,5,un_an,0,1,0,0
54,35,73.68284440524432,5,1,10,mensuel,1,0,0,0
74,52,73.54267457375322,5,2,8,un_an,0,1,0,0
50,34,51.22083177083009,2,3,6,un_an,0,1,0,0
70,41,83.30189479165901,3,3,7,mensuel,1,0,0,0
39,51,68.14217389006639,1,2,8,mensuel,1,0,0,0
38,47,89.64427912679538,5,2,6,mensuel,1,0,0,0
23,58,93.65744862534163,1,2,6,un_an,0,1,0,0
23,57,36.14546557253508,4,2,6,un_an,0,1,0,0
72,23,47.81944922262582,1,4,5,mensuel,1,0,0,0
65,48,81.270960799411,2,0,8,un_an,0,1,0,0
21,22,31.70215159742105,1,1,2,un_an,0,1,0,0
47,17,93.40353925386746,1,1,7,un_an,0,1,0,1
28,69,58.122356103746746,1,0,4,un_an,0,1,0,0
47,11,76.50066070218037,3,1,1,mensuel,1,0,0,0
48,15,62.672186742784476,3,3,5,deux_ans,0,0,1,0
41,35,37.15220944432626,4,2,3,un_an,0,1,0,0
72,33,86.1108920426395,2,0,4,un_an,0,1,0,0
26,16,120.0144606107466,1,3,7,mensuel,1,0,0,0
72,34,54.69983447288617,1,3,5,mensuel,1,0,0,1
20,66,58.552828983095154,1,1,4,mensuel,1,0,0,0
68,40,20.0,1,4,1,mensuel,1,0,0,0
48,28,92.03005806912242,3,1,6,un_an,0,1,0,0
57,47,83.23530645684005,4,3,10,mensuel,1,0,0,0
54,39,30.332322758901718,5,2,6,un_an,0,1,0,0
53,70,23.702290759062272,2,3,7,un_an,0,1,0,0
41,20,26.0153743366947,1,1,1,un_an,0,1,0,0
48,1,77.90338250745637,4,1,4,mensuel,1,0,0,1
23,63,79.89982839228165,5,0,9,deux_ans,0,0,1,0
19,67,46.533321112624236,4,1,10,un_an,0,1,0,0
37,4,74.98520062765597,3,4,6,un_an,0,1,0,1
45,58,68.17754241982306,5,1,2,mensuel,1,0,0,0
28,25,57.65460586291563,4,2,4,mensuel,1,0,0,1
21,47,84.403936533706,3,2,6,mensuel,1,0,0,0
32,38,40.90128797543923,4,1,4,mensuel,1,0,0,0
23,15,87.9507842718779,4,3,10,mensuel,1,0,0,0
71,63,50.42956891971295,5,1,7,un_an,0,1,0,0
66,21,100.63073363934089,3,0,3,un_an,0,1,0,0
47,57,44.89387953037067,1,5,6,mensuel,1,0,0,0
73,53,57.96855842799746,2,1,4,mensuel,1,0,0,0
55,46,66.17174275084706,5,1,3,deux_ans,0,0,1,0
68,14,66.04637095644966,3,1,3,mensuel,1,0,0,1
74,17,74.81657001236191,4,1,2,un_an,0,1,0,0
19,39,39.28635163506645,3,1,3,mensuel,1,0,0,1
32,9,64.2537518350673,2,0,10,mensuel,1,0,0,0
28,6,67.76263412805442,2,2,1,mensuel,1,0,0,0
25,23,54.44523551943746,1,2,3,un_an,0,1,0,0
43,59,73.08117234918835,1,1,9,mensuel,1,0,0,0
68,46,38.072601730244386,2,3,4,deux_ans,0,0,1,0
62,38,58.47092221898633,5,1,3,mensuel,1,0,0,0
61,14,49.93631751192668,5,0,8,mensuel,1,0,0,0
22,62,58.531381409019616,4,3,1,un_an,0,1,0,0
23,35,93.94070919842406,1,3,5,mensuel,1,0,0,1
43,19,94.32911452314801,4,0,1,un_an,0,1,0,0
71,30,90.4083292116244,1,1,7,mensuel,1,0,0,0
21,25,55.754854398382975,2,2,5,mensuel,1,0,0,0
36,40,83.15236553600414,5,1,2,un_an,0,1,0,0
37,14,67.24724253851608,5,0,1,deux_ans,0,0,1,0
50,26,65.91179407006017,2,0,7,mensuel,1,0,0,0
37,22,63.45277304761662,4,2,1,un_an,0,1,0,0
66,48,100.1683571475825,4,3,3,mensuel,1,0,0,0
29,51,92.31677211112927,3,0,6,un_an,0,1,0,0
64,3,79.89792836894195,1,0,6,un_an,0,1,0,0
18,42,61.59398068978747,4,1,7,mensuel,1,0,0,0
43,19,65.79121516509124,2,3,1,mensuel,1,0,0,0
31,28,75.61133209075469,4,0,7,mensuel,1,0,0,0
55,45,54.56782176291955,5,5,2,mensuel,1,0,0,0
54,71,83.76631431929007,1,1,6,mensuel,1,0,0,0
28,63,46.57509777114187,3,1,8,un_an,0,1,0,0
53,19,72.8368737599481,1,3,5,deux_ans,0,0,1,0
30,47,20.0,5,1,10,mensuel,1,0,0,0
60,14,53.987629467957404,5,0,3,mensuel,1,0,0,1
20,38,106.55354265838886,5,1,8,un_an,0,1,0,0
50,53,85.72382988783822,5,1,8,deux_ans,0,0,1,0
23,61,95.70936899869048,2,1,4,mensuel,1,0,0,1
67,36,51.653846652912364,3,2,8,mensuel,1,0,0,1
73,40,67.07545673600872,5,1,5,mensuel,1,0,0,0
27,30,90.63984506188609,5,0,5,mensuel,1,0,0,0
22,9,77.66189869410753,4,2,3,mensuel,1,0,0,1
40,64,75.17131754716638,3,1,7,mensuel,1,0,0,0
27,33,97.61163940660126,1,2,9,mensuel,1,0,0,0
61,52,44.19090068772144,3,2,9,un_an,0,1,0,0
19,14,61.31523921108994,3,1,1,mensuel,1,0,0,0
30,53,29.918288746612916,3,1,1,mensuel,1,0,0,0
57,59,43.097878961287975,5,0,10,mensuel,1,0,0,0
19,41,86.48370784357942,5,2,5,deux_ans,0,0,1,1
37,68,46.65301467615753,2,1,1,deux_ans,0,0,1,0
18,68,79.71048508250195,1,4,4,mensuel,1,0,0,0
54,8,98.16970083936161,4,1,1,mensuel,1,0,0,1
26,2,61.441236500161224,3,3,2,un_an,0,1,0,0
34,41,75.39726879599625,1,1,2,mensuel,1,0,0,1
26,55,79.86624259085839,1,2,4,mensuel,1,0,0,0
28,16,40.57009873866869,2,2,8,mensuel,1,0,0,0
32,62,52.67095309397906,4,4,2,deux_ans,0,0,1,0
41,48,44.926775766563956,3,1,9,deux_ans,0,0,1,0
55,30,54.26553779833942,4,0,9,un_an,0,1,0,0
72,12,79.32221396162198,2,3,2,mensuel,1,0,0,0
52,35,53.09606538115417,5,6,1,deux_ans,0,0,1,0
47,11,64.29693546136366,1,1,10,deux_ans,0,0,1,0
48,64,44.15076766137529,3,0,10,deux_ans,0,0,1,0
66,50,89.52844329067403,5,1,9,mensuel,1,0,0,0
22,21,54.09780019553326,2,1,2,mensuel,1,0,0,0
61,69,95.45961103819909,4,0,8,un_an,0,1,0,0
67,48,66.2185818769872,1,1,3,mensuel,1,0,0,0
31,20,36.86000844073841,3,1,1,mensuel,1,0,0,0
70,67,61.57946506908751,5,4,1,mensuel,1,0,0,0
73,44,43.74446345067671,5,4,10,deux_ans,0,0,1,0
28,33,76.78698754756306,1,2,2,deux_ans,0,0,1,0
26,61,59.77274435346267,4,0,7,mensuel,1,0,0,0
51,9,68.26420510054709,2,1,6,deux_ans,0,0,1,0
29,68,57.612937799068746,4,1,2,un_an,0,1,0,0
52,35,53.89315392273349,4,2,4,un_an,0,1,0,0
52,65,45.52755980768746,4,0,2,mensuel,1,0,0,0
18,8,81.72445873643059,1,5,1,mensuel,1,0,0,0
57,45,61.53693796400604,1,2,3,mensuel,1,0,0,0
39,47,58.70618212603232,2,2,4,mensuel,1,0,0,0
46,40,61.035722031156794,4,1,10,un_an,0,1,0,1
25,54,51.422764130284506,1,1,5,mensuel,1,0,0,0
28,46,58.7729714644795,2,0,5,deux_ans,0,0,1,0
58,47,69.11259629386976,2,3,7,mensuel,1,0,0,0
54,15,44.3172600188647,4,4,10,mensuel,1,0,0,0
31,19,47.212960138415845,3,2,8,mensuel,1,0,0,0
47,26,92.56568187245347,4,1,9,mensuel,1,0,0,1
52,52,57.744869344008876,3,3,7,mensuel,1,0,0,0
38,22,53.96878382151981,2,1,5,un_an,0,1,0,0
54,21,38.12256788881449,1,2,9,mensuel,1,0,0,0
22,51,82.01355274948479,5,1,8,un_an,0,1,0,0
36,38,43.881483729783135,2,0,10,un_an,0,1,0,0
31,20,64.69414678077084,1,0,9,mensuel,1,0,0,0
43,29,30.83629861366819,2,3,10,un_an,0,1,0,0
21,51,81.36345600728234,4,2,8,deux_ans,0,0,1,0
42,4,88.5371248723716,3,0,6,mensuel,1,0,0,0
62,55,74.69040690956031,2,3,4,mensuel,1,0,0,1
59,71,34.31039737189407,1,1,9,deux_ans,0,0,1,0
42,28,81.77524287818461,4,1,9,mensuel,1,0,0,1
35,4,48.45302000719295,5,1,10,mensuel,1,0,0,0
57,22,41.58056242556775,4,1,10,deux_ans,0,0,1,0
25,45,57.33077908484693,3,2,9,mensuel,1,0,0,0
56,67,56.93264653307021,4,0,10,mensuel,1,0,0,0
57,66,54.89902697639421,5,0,3,deux_ans,0,0,1,0
31,34,90.47348495809388,1,1,3,deux_ans,0,0,1,0
49,55,105.23651992885253,2,1,6,mensuel,1,0,0,1
68,1,37.617269253010704,3,1,6,mensuel,1,0,0,0
55,38,51.22335211350819,5,1,6,un_an,0,1,0,0
50,6,67.85496672089913,3,3,5,un_an,0,1,0,0
40,25,57.22567018125545,4,2,5,mensuel,1,0,0,0
32,17,72.98797498557032,3,2,2,mensuel,1,0,0,0
50,61,83.3197071189159,5,0,7,mensuel,1,0,0,1
42,12,79.98731884540082,2,0,4,deux_ans,0,0,1,0
34,6,77.19467135699664,2,2,3,deux_ans,0,0,1,0
50,27,98.18191041839447,3,0,8,deux_ans,0,0,1,0
64,8,33.221054341677814,1,2,4,deux_ans,0,0,1,0
72,65,94.60217583909231,3,3,4,un_an,0,1,0,0
19,57,56.740167318205124,4,3,8,mensuel,1,0,0,1
31,40,80.70250441351254,2,1,1,un_an,0,1,0,0
70,14,44.40667543441113,2,2,9,un_an,0,1,0,0
57,35,46.83007216213444,2,1,7,mensuel,1,0,0,0
57,48,78.24234582964056,1,3,2,mensuel,1,0,0,0
68,56,26.42539954500309,1,2,6,deux_ans,0,0,1,0
56,49,84.78884156576625,5,1,8,mensuel,1,0,0,0
68,13,90.19927004683176,3,2,5,mensuel,1,0,0,0
23,61,68.55569707657921,3,0,6,un_an,0,1,0,0
23,49,67.83522071157114,4,1,10,un_an,0,1,0,0
20,46,48.32727710183096,2,0,8,mensuel,1,0,0,0
24,62,78.48898804807337,1,0,6,un_an,0,1,0,0
68,8,71.95330492814853,4,2,9,mensuel,1,0,0,0
25,43,46.56989207952354,4,3,9,mensuel,1,0,0,0
59,20,57.17040099823616,1,2,9,mensuel,1,0,0,0
69,39,61.81329150608393,3,2,6,un_an,0,1,0,0
32,49,57.14395606961626,2,0,9,deux_ans,0,0,1,0
64,64,37.741771733000505,3,1,3,un_an,0,1,0,0
46,62,78.98040617167791,4,0,5,deux_ans,0,0,1,0
50,54,60.12979088196211,2,1,2,mensuel,1,0,0,0
69,9,65.3072955178662,5,3,8,mensuel,1,0,0,0
47,37,53.434668252051466,4,1,4,un_an,0,1,0,0
56,49,74.5054294794398,3,0,6,mensuel,1,0,0,0
44,41,68.97392368762807,3,1,6,un_an,0,1,0,0
53,17,89.25568778260836,3,0,5,un_an,0,1,0,0
46,21,74.61197425877968,1,0,1,deux_ans,0,0,1,0
55,51,60.946311963257784,4,1,7,mensuel,1,0,0,0
74,59,50.20566364994879,2,0,10,mensuel,1,0,0,0
50,39,82.31905367833289,3,2,8,mensuel,1,0,0,0
54,55,59.34847802427085,3,0,1,mensuel,1,0,0,1
44,41,61.56564866807558,1,4,10,un_an,0,1,0,0
72,39,61.56056787414651,2,1,7,mensuel,1,0,0,0
50,13,56.96784578685741,4,3,4,mensuel,1,0,0,0
21,64,61.90922011540261,5,0,6,mensuel,1,0,0,0
39,11,103.52415125465156,1,3,9,mensuel,1,0,0,1
19,19,44.043558917446155,4,1,5,mensuel,1,0,0,0
27,11,48.7099157847678,5,2,8,mensuel,1,0,0,0
22,46,92.686488363085,3,3,5,mensuel,1,0,0,0
27,45,57.50391231009856,3,2,2,mensuel,1,0,0,1
50,1,55.9875743185021,2,0,4,mensuel,1,0,0,0
71,40,85.69727713546868,5,1,2,mensuel,1,0,0,0
55,19,36.59608765436498,3,2,7,mensuel,1,0,0,0
30,61,81.42908858506811,3,2,7,mensuel,1,0,0,0
48,12,65.91232858643087,2,1,3,un_an,0,1,0,0
64,61,74.29604261663954,4,0,7,un_an,0,1,0,0
53,33,73.92061910504252,3,2,1,un_an,0,1,0,1
62,45,52.44034827034724,1,3,1,mensuel,1,0,0,1
41,69,86.02367560299813,1,5,9,mensuel,1,0,0,0
69,8,53.99724577043862,4,1,6,un_an,0,1,0,1
73,25,73.17698037997484,5,1,5,mensuel,1,0,0,0
32,46,89.75448971058273,2,1,6,un_an,0,1,0,0
46,30,92.57803399692939,1,1,6,mensuel,1,0,0,0
25,47,59.65747328118615,1,4,1,mensuel,1,0,0,1
22,49,74.26270548482022,4,1,5,un_an,0,1,0,0
46,47,57.81022419592761,5,3,9,mensuel,1,0,0,0
64,18,115.07592454537547,5,0,4,mensuel,1,0,0,0
